ensgene,WT1,WT2,WT3,KO1,KO2,KO3
ENSMUSG00000022724,2607 ,2009 ,1738 ,1577 ,1179 ,1226 
ENSMUSG00000023088,4245 ,3370 ,2965 ,2765 ,2106 ,2243 
ENSMUSG00000001506,2061 ,1710 ,1484 ,2970 ,3223 ,2938 
ENSMUSG00000024420,46 ,36 ,38 ,177 ,140 ,140 
ENSMUSG00000031342,80 ,68 ,48 ,243 ,192 ,184 
ENSMUSG00000017466,1659 ,1207 ,1120 ,2423 ,2906 ,2369 
ENSMUSG00000030397,2192 ,1669 ,1515 ,1341 ,1026 ,1096 
ENSMUSG00000108845,2711 ,2124 ,2159 ,4013 ,4016 ,3434 
ENSMUSG00000020184,4776 ,3669 ,3391 ,6177 ,6146 ,5652 
ENSMUSG00000025357,2108 ,1670 ,1557 ,1171 ,1122 ,1049 
ENSMUSG00000045886,509 ,388 ,358 ,236 ,163 ,171 
ENSMUSG00000022779,4153 ,3293 ,3061 ,2464 ,2294 ,2291 
ENSMUSG00000031139,511 ,389 ,402 ,213 ,194 ,203 
ENSMUSG00000055817,3250 ,2363 ,2300 ,2035 ,1622 ,1556 
ENSMUSG00000020326,8549 ,6945 ,6392 ,11543 ,11760 ,10636 
ENSMUSG00000004085,509 ,380 ,365 ,778 ,788 ,779 
ENSMUSG00000020176,6723 ,5030 ,4664 ,9189 ,6841 ,7650 
ENSMUSG00000052727,5717 ,4258 ,4149 ,7005 ,5960 ,6095 
ENSMUSG00000022890,2605 ,2004 ,1922 ,1527 ,1397 ,1391 
ENSMUSG00000026980,853 ,659 ,631 ,463 ,362 ,379 
ENSMUSG00000087107,176 ,184 ,147 ,427 ,542 ,444 
ENSMUSG00000022652,1814 ,1413 ,1405 ,1104 ,753 ,869 
ENSMUSG00000094472,922 ,678 ,739 ,1480 ,1308 ,1175 
ENSMUSG00000024487,871 ,640 ,634 ,1255 ,1084 ,1075 
ENSMUSG00000031246,1012 ,816 ,727 ,1482 ,1217 ,1283 
ENSMUSG00000025355,189 ,122 ,116 ,339 ,370 ,375 
ENSMUSG00000029860,2016 ,1472 ,1351 ,2579 ,2496 ,2512 
ENSMUSG00000022972,1229 ,971 ,861 ,707 ,557 ,583 
ENSMUSG00000038034,2330 ,1792 ,1536 ,1374 ,1030 ,1133 
ENSMUSG00000035561,544 ,402 ,380 ,252 ,170 ,196 
ENSMUSG00000061186,2283 ,1670 ,1662 ,1160 ,1133 ,1137 
ENSMUSG00000022763,284 ,240 ,197 ,103 ,78 ,80 
ENSMUSG00000022817,4301 ,3318 ,2968 ,2249 ,2271 ,2082 
ENSMUSG00000086266,201 ,162 ,148 ,32 ,53 ,32 
ENSMUSG00000024335,9309 ,7207 ,6843 ,11291 ,10038 ,9990 
ENSMUSG00000046410,449 ,294 ,310 ,174 ,119 ,143 
ENSMUSG00000089876,304 ,248 ,202 ,103 ,91 ,67 
ENSMUSG00000113476,3189 ,2344 ,2309 ,4238 ,4299 ,3794 
ENSMUSG00000113395,838 ,658 ,714 ,1366 ,1354 ,1207 
ENSMUSG00000056300,4781 ,3756 ,3427 ,3052 ,2071 ,2404 
ENSMUSG00000031561,2217 ,1684 ,1621 ,1358 ,935 ,1088 
ENSMUSG00000008393,4099 ,3226 ,3062 ,2780 ,2325 ,2300 
ENSMUSG00000062203,13209 ,10024 ,9404 ,8917 ,6681 ,7463 
ENSMUSG00000035615,150 ,127 ,113 ,31 ,27 ,34 
ENSMUSG00000002409,689 ,497 ,466 ,1017 ,954 ,853 
ENSMUSG00000027649,1932 ,1485 ,1408 ,2743 ,2110 ,2207 
ENSMUSG00000007655,378 ,239 ,234 ,603 ,543 ,519 
ENSMUSG00000022769,785 ,635 ,586 ,419 ,359 ,350 
ENSMUSG00000038916,85 ,52 ,69 ,229 ,185 ,207 
ENSMUSG00000020695,1185 ,891 ,826 ,1588 ,1399 ,1405 
ENSMUSG00000040860,1933 ,1476 ,1389 ,886 ,953 ,894 
ENSMUSG00000046160,1963 ,1486 ,1398 ,1130 ,1030 ,993 
ENSMUSG00000005846,12588 ,10085 ,9363 ,8731 ,6241 ,6840 
ENSMUSG00000020905,327 ,280 ,244 ,137 ,89 ,109 
ENSMUSG00000046768,60 ,40 ,51 ,171 ,191 ,170 
ENSMUSG00000084128,549 ,395 ,363 ,203 ,212 ,184 
ENSMUSG00000026586,632 ,518 ,473 ,990 ,1070 ,941 
ENSMUSG00000098161,1041 ,823 ,723 ,392 ,470 ,365 
ENSMUSG00000037972,1041 ,822 ,781 ,424 ,490 ,420 
ENSMUSG00000025964,2469 ,1872 ,1736 ,3100 ,2816 ,2765 
ENSMUSG00000031995,2978 ,2233 ,2065 ,1544 ,1561 ,1358 
ENSMUSG00000049553,7102 ,5336 ,5005 ,9095 ,7068 ,7823 
ENSMUSG00000018849,3717 ,2852 ,2614 ,2428 ,1761 ,1911 
ENSMUSG00000030695,51501 ,39093 ,36896 ,36088 ,30975 ,30165 
ENSMUSG00000022801,1417 ,1088 ,966 ,723 ,694 ,662 
ENSMUSG00000100768,115 ,91 ,87 ,262 ,231 ,277 
ENSMUSG00000043079,209 ,188 ,166 ,429 ,430 ,376 
ENSMUSG00000068048,242 ,190 ,177 ,82 ,69 ,54 
ENSMUSG00000034243,5502 ,4113 ,4023 ,3664 ,2952 ,3187 
ENSMUSG00000066643,1550 ,1086 ,1018 ,2249 ,2536 ,1958 
ENSMUSG00000019055,2474 ,1807 ,1697 ,1502 ,1273 ,1235 
ENSMUSG00000023913,525 ,347 ,341 ,801 ,933 ,766 
ENSMUSG00000053897,47 ,32 ,32 ,267 ,105 ,196 
ENSMUSG00000029168,1368 ,1074 ,990 ,807 ,687 ,693 
ENSMUSG00000032434,2769 ,2020 ,1993 ,1660 ,1487 ,1436 
ENSMUSG00000113890,191 ,132 ,143 ,398 ,306 ,321 
ENSMUSG00000049511,57 ,37 ,33 ,153 ,167 ,144 
ENSMUSG00000097312,65 ,48 ,44 ,164 ,190 ,178 
ENSMUSG00000034457,1274 ,1013 ,966 ,1816 ,1947 ,1756 
ENSMUSG00000031207,8773 ,6579 ,5988 ,11239 ,8660 ,9532 
ENSMUSG00000026576,2389 ,1843 ,1731 ,1547 ,1177 ,1280 
ENSMUSG00000030825,1726 ,1405 ,1258 ,1071 ,906 ,848 
ENSMUSG00000008976,5693 ,4221 ,4105 ,3707 ,3096 ,3307 
ENSMUSG00000064061,1093 ,842 ,785 ,643 ,469 ,498 
ENSMUSG00000001986,169 ,134 ,110 ,323 ,339 ,312 
ENSMUSG00000032267,5581 ,4288 ,4097 ,3868 ,3110 ,3260 
ENSMUSG00000048720,2113 ,1609 ,1557 ,3210 ,2278 ,2665 
ENSMUSG00000022146,131 ,119 ,85 ,285 ,322 ,287 
ENSMUSG00000000303,15916 ,12350 ,11143 ,9899 ,9234 ,8833 
ENSMUSG00000066113,131 ,91 ,83 ,266 ,302 ,249 
ENSMUSG00000043065,1204 ,959 ,873 ,656 ,614 ,573 
ENSMUSG00000030584,613 ,461 ,425 ,295 ,240 ,256 
ENSMUSG00000018677,5016 ,3942 ,3697 ,3422 ,2923 ,2922 
ENSMUSG00000047434,1083 ,792 ,722 ,550 ,502 ,447 
ENSMUSG00000020640,1628 ,1268 ,1153 ,2278 ,1814 ,1817 
ENSMUSG00000082082,1851 ,1381 ,1311 ,993 ,608 ,837 
ENSMUSG00000030213,3338 ,2490 ,2435 ,4177 ,4039 ,3857 
ENSMUSG00000044712,857 ,682 ,648 ,1418 ,1032 ,1105 
ENSMUSG00000024014,3922 ,2921 ,2741 ,2497 ,1759 ,2012 
ENSMUSG00000031216,299 ,219 ,176 ,70 ,84 ,76 
ENSMUSG00000079092,96 ,72 ,57 ,225 ,352 ,235 
ENSMUSG00000110631,38245 ,29001 ,27925 ,44535 ,38000 ,38338 
ENSMUSG00000021662,247 ,182 ,160 ,464 ,346 ,418 
ENSMUSG00000005087,1406 ,1129 ,1001 ,2012 ,2171 ,1836 
ENSMUSG00000021470,1481 ,1227 ,1152 ,851 ,780 ,792 
ENSMUSG00000054404,65 ,36 ,44 ,181 ,141 ,165 
ENSMUSG00000043439,8066 ,6120 ,5709 ,4614 ,4067 ,4636 
ENSMUSG00000079012,771 ,584 ,642 ,381 ,355 ,339 
ENSMUSG00000030352,1761 ,1393 ,1315 ,964 ,951 ,831 
ENSMUSG00000042834,609 ,533 ,478 ,1058 ,1104 ,879 
ENSMUSG00000022677,774 ,554 ,536 ,387 ,327 ,280 
ENSMUSG00000003955,996 ,817 ,783 ,550 ,510 ,450 
ENSMUSG00000114022,416 ,301 ,322 ,188 ,145 ,139 
ENSMUSG00000029032,710 ,555 ,487 ,365 ,292 ,250 
ENSMUSG00000096210,1093 ,857 ,787 ,1832 ,1242 ,1539 
ENSMUSG00000025203,35772 ,27256 ,25389 ,22918 ,14870 ,18034 
ENSMUSG00000070605,3341 ,2463 ,2343 ,2071 ,1818 ,1820 
ENSMUSG00000057530,2125 ,1552 ,1521 ,2670 ,2332 ,2334 
ENSMUSG00000025558,1776 ,1388 ,1268 ,1116 ,857 ,935 
ENSMUSG00000032334,468 ,337 ,315 ,715 ,778 ,657 
ENSMUSG00000055737,166 ,168 ,161 ,389 ,378 ,392 
ENSMUSG00000112530,532 ,431 ,397 ,827 ,723 ,714 
ENSMUSG00000030802,1884 ,1499 ,1451 ,1119 ,1032 ,1012 
ENSMUSG00000032193,7113 ,5330 ,5119 ,4965 ,3986 ,4067 
ENSMUSG00000091105,324 ,297 ,237 ,140 ,103 ,112 
ENSMUSG00000034435,305 ,251 ,240 ,124 ,86 ,112 
ENSMUSG00000039929,4679 ,3611 ,3330 ,3064 ,2668 ,2460 
ENSMUSG00000105285,800 ,719 ,696 ,1411 ,1163 ,1126 
ENSMUSG00000037876,5730 ,4254 ,3988 ,6760 ,6095 ,6069 
ENSMUSG00000038600,303 ,233 ,189 ,74 ,85 ,92 
ENSMUSG00000072812,1570 ,1212 ,1111 ,2037 ,1797 ,1953 
ENSMUSG00000074743,619 ,464 ,415 ,959 ,1163 ,902 
ENSMUSG00000032291,2593 ,2075 ,1920 ,3553 ,3766 ,3245 
ENSMUSG00000022906,1956 ,1562 ,1438 ,1001 ,494 ,771 
ENSMUSG00000022905,5891 ,4692 ,4395 ,3908 ,3523 ,3333 
ENSMUSG00000022947,1310 ,972 ,994 ,617 ,331 ,541 
ENSMUSG00000037851,9587 ,7387 ,6950 ,6845 ,5282 ,5537 
ENSMUSG00000025791,2235 ,1731 ,1557 ,1422 ,1166 ,1193 
ENSMUSG00000019312,2643 ,2027 ,1873 ,1558 ,962 ,1237 
ENSMUSG00000054662,536 ,453 ,379 ,237 ,229 ,218 
ENSMUSG00000002265,14118 ,10917 ,10358 ,16736 ,14592 ,15447 
ENSMUSG00000022812,3473 ,2681 ,2509 ,2115 ,1879 ,2001 
ENSMUSG00000019487,2881 ,2063 ,1983 ,1819 ,1384 ,1472 
ENSMUSG00000032135,1441 ,1159 ,1026 ,2126 ,2796 ,2265 
ENSMUSG00000019189,4325 ,3114 ,2979 ,2735 ,2348 ,2326 
ENSMUSG00000098178,3265 ,2102 ,1846 ,4170 ,3800 ,3605 
ENSMUSG00000022500,2580 ,1952 ,1674 ,1526 ,989 ,1120 
ENSMUSG00000022680,3404 ,2556 ,2374 ,2254 ,1801 ,1858 
ENSMUSG00000027562,462 ,353 ,309 ,1096 ,591 ,798 
ENSMUSG00000014599,1501 ,1131 ,1106 ,2071 ,2474 ,2223 
ENSMUSG00000072941,97 ,59 ,55 ,194 ,285 ,241 
ENSMUSG00000085412,18 ,10 ,13 ,107 ,74 ,73 
ENSMUSG00000063445,1109 ,824 ,877 ,618 ,379 ,484 
ENSMUSG00000028591,1306 ,960 ,940 ,716 ,399 ,498 
ENSMUSG00000052384,505 ,358 ,314 ,831 ,621 ,641 
ENSMUSG00000034639,409 ,259 ,265 ,616 ,628 ,558 
ENSMUSG00000029664,192 ,152 ,155 ,369 ,431 ,360 
ENSMUSG00000024940,370 ,314 ,279 ,620 ,702 ,607 
ENSMUSG00000071533,5159 ,3943 ,3899 ,3454 ,2961 ,3064 
ENSMUSG00000074887,975 ,769 ,745 ,505 ,496 ,450 
ENSMUSG00000022286,1012 ,807 ,725 ,568 ,334 ,413 
ENSMUSG00000050144,685 ,530 ,500 ,1039 ,957 ,835 
ENSMUSG00000038855,527 ,367 ,371 ,880 ,628 ,715 
ENSMUSG00000038872,940 ,684 ,667 ,1359 ,1041 ,1163 
ENSMUSG00000004319,3028 ,2321 ,2126 ,1958 ,1661 ,1692 
ENSMUSG00000033209,214 ,138 ,140 ,374 ,364 ,322 
ENSMUSG00000003500,1963 ,1487 ,1305 ,1162 ,1001 ,970 
ENSMUSG00000026181,3848 ,2882 ,2701 ,2554 ,2114 ,2163 
ENSMUSG00000048108,228 ,174 ,152 ,388 ,364 ,380 
ENSMUSG00000029174,3495 ,2580 ,2387 ,2229 ,1857 ,1919 
ENSMUSG00000015501,188 ,145 ,123 ,394 ,276 ,341 
ENSMUSG00000058454,3578 ,2613 ,2544 ,2257 ,1486 ,1704 
ENSMUSG00000031530,541 ,425 ,383 ,795 ,706 ,766 
ENSMUSG00000021614,1386 ,980 ,947 ,1749 ,1650 ,1626 
ENSMUSG00000033276,492 ,376 ,312 ,218 ,182 ,171 
ENSMUSG00000026727,1197 ,916 ,893 ,689 ,594 ,499 
ENSMUSG00000022808,3434 ,2823 ,2590 ,2169 ,2001 ,1947 
ENSMUSG00000035578,612 ,519 ,453 ,319 ,193 ,255 
ENSMUSG00000035242,6846 ,5281 ,4907 ,4645 ,4015 ,3744 
ENSMUSG00000029322,1186 ,951 ,826 ,719 ,547 ,558 
ENSMUSG00000047153,1077 ,822 ,795 ,646 ,471 ,521 
ENSMUSG00000022114,1177 ,924 ,904 ,1616 ,1583 ,1479 
ENSMUSG00000097122,1416 ,1189 ,1182 ,694 ,761 ,644 
ENSMUSG00000040451,1091 ,842 ,765 ,623 ,520 ,542 
ENSMUSG00000022673,11226 ,8613 ,8249 ,7698 ,5325 ,6042 
ENSMUSG00000017639,3538 ,2491 ,2439 ,2235 ,1796 ,1879 
ENSMUSG00000049382,11402 ,8785 ,7957 ,3135 ,1332 ,2209 
ENSMUSG00000060216,1844 ,1516 ,1346 ,1184 ,989 ,1001 
ENSMUSG00000028173,321 ,235 ,257 ,575 ,555 ,459 
ENSMUSG00000028435,321 ,235 ,217 ,663 ,421 ,484 
ENSMUSG00000092341,9724 ,7496 ,6911 ,11784 ,9488 ,9887 
ENSMUSG00000078429,3671 ,2734 ,2650 ,2483 ,2026 ,1994 
ENSMUSG00000032999,844 ,658 ,574 ,417 ,394 ,315 
ENSMUSG00000000385,166 ,106 ,86 ,21 ,24 ,30 
ENSMUSG00000000125,44 ,30 ,33 ,147 ,122 ,114 
ENSMUSG00000003531,1094 ,838 ,771 ,642 ,466 ,532 
ENSMUSG00000021360,2273 ,1805 ,1655 ,1482 ,1257 ,1269 
ENSMUSG00000054814,1299 ,975 ,813 ,720 ,568 ,544 
ENSMUSG00000021819,1460 ,989 ,960 ,1861 ,1793 ,1644 
ENSMUSG00000025272,1496 ,1106 ,1067 ,2419 ,1609 ,1909 
ENSMUSG00000092225,1756 ,1490 ,1427 ,832 ,948 ,816 
ENSMUSG00000053654,1799 ,1314 ,1259 ,1032 ,946 ,891 
ENSMUSG00000025867,100 ,57 ,64 ,208 ,208 ,193 
ENSMUSG00000003545,1046 ,796 ,747 ,1476 ,1165 ,1214 
ENSMUSG00000110457,153 ,140 ,127 ,35 ,33 ,46 
ENSMUSG00000033799,3740 ,2830 ,2733 ,2461 ,2084 ,2196 
ENSMUSG00000022771,3626 ,2684 ,2609 ,2423 ,1991 ,2054 
ENSMUSG00000041649,968 ,776 ,684 ,548 ,429 ,487 
ENSMUSG00000027227,411 ,333 ,342 ,692 ,868 ,725 
ENSMUSG00000022843,1121 ,841 ,861 ,622 ,568 ,557 
ENSMUSG00000092837,30 ,28 ,21 ,108 ,142 ,106 
ENSMUSG00000020823,9030 ,6988 ,6300 ,5261 ,5195 ,4630 
ENSMUSG00000020646,1226 ,898 ,806 ,667 ,471 ,577 
ENSMUSG00000004267,58 ,60 ,45 ,180 ,147 ,178 
ENSMUSG00000026956,418 ,322 ,311 ,674 ,563 ,554 
ENSMUSG00000050777,399 ,290 ,281 ,181 ,105 ,131 
ENSMUSG00000026837,1652 ,1251 ,1165 ,2129 ,2208 ,2019 
ENSMUSG00000037315,3947 ,3072 ,3004 ,2641 ,1780 ,2078 
ENSMUSG00000043110,644 ,476 ,474 ,261 ,284 ,269 
ENSMUSG00000027962,295 ,218 ,208 ,492 ,574 ,453 
ENSMUSG00000113322,492 ,321 ,385 ,864 ,659 ,653 
ENSMUSG00000021062,785 ,562 ,584 ,424 ,253 ,304 
ENSMUSG00000036208,2208 ,1717 ,1622 ,1345 ,1201 ,1252 
ENSMUSG00000048038,81 ,50 ,71 ,373 ,150 ,280 
ENSMUSG00000007097,390 ,284 ,324 ,185 ,133 ,138 
ENSMUSG00000034751,1320 ,973 ,935 ,1760 ,1596 ,1444 
ENSMUSG00000046186,1287 ,958 ,882 ,1649 ,1517 ,1447 
ENSMUSG00000040548,1681 ,1289 ,1197 ,1088 ,827 ,848 
ENSMUSG00000113424,70 ,69 ,66 ,311 ,155 ,218 
ENSMUSG00000039982,229 ,172 ,179 ,433 ,332 ,387 
ENSMUSG00000022367,299 ,185 ,197 ,575 ,378 ,451 
ENSMUSG00000048897,6423 ,4984 ,4850 ,3424 ,3673 ,3152 
ENSMUSG00000024620,329 ,192 ,256 ,553 ,499 ,511 
ENSMUSG00000024772,7026 ,5563 ,5181 ,4565 ,4221 ,4135 
ENSMUSG00000023942,2440 ,1957 ,1716 ,3159 ,3101 ,2791 
ENSMUSG00000037905,2123 ,1585 ,1408 ,1295 ,972 ,1099 
ENSMUSG00000060461,14476 ,11796 ,11018 ,10720 ,8077 ,8153 
ENSMUSG00000028444,335 ,260 ,251 ,673 ,431 ,572 
ENSMUSG00000032965,600 ,443 ,412 ,281 ,264 ,217 
ENSMUSG00000018845,37 ,21 ,19 ,118 ,97 ,101 
ENSMUSG00000067889,1294 ,929 ,935 ,693 ,659 ,618 
ENSMUSG00000000202,21 ,11 ,23 ,99 ,116 ,84 
ENSMUSG00000002881,313 ,279 ,265 ,595 ,465 ,512 
ENSMUSG00000022203,898 ,703 ,640 ,1219 ,1042 ,1121 
ENSMUSG00000032633,1469 ,1208 ,1019 ,1965 ,1685 ,1703 
ENSMUSG00000022793,399 ,352 ,342 ,206 ,138 ,171 
ENSMUSG00000019989,3099 ,2427 ,2264 ,4865 ,3248 ,3881 
ENSMUSG00000022946,1333 ,980 ,957 ,797 ,652 ,692 
ENSMUSG00000022754,515 ,386 ,352 ,252 ,171 ,210 
ENSMUSG00000042808,460 ,352 ,299 ,221 ,150 ,165 
ENSMUSG00000021939,5271 ,4139 ,3891 ,6587 ,5856 ,5434 
ENSMUSG00000005674,695 ,511 ,506 ,962 ,925 ,857 
ENSMUSG00000029468,164 ,105 ,89 ,286 ,342 ,274 
ENSMUSG00000051735,1435 ,1118 ,1027 ,925 ,688 ,710 
ENSMUSG00000021972,1988 ,1526 ,1423 ,2528 ,2063 ,2223 
ENSMUSG00000007034,253 ,170 ,172 ,68 ,80 ,64 
ENSMUSG00000032239,674 ,536 ,489 ,375 ,283 ,317 
ENSMUSG00000038298,793 ,570 ,547 ,358 ,179 ,297 
ENSMUSG00000037725,2425 ,1862 ,1729 ,3024 ,3032 ,2798 
ENSMUSG00000042712,2670 ,2146 ,1956 ,1529 ,1516 ,1243 
ENSMUSG00000031987,1085 ,802 ,759 ,557 ,543 ,514 
ENSMUSG00000051855,234 ,205 ,157 ,88 ,63 ,73 
ENSMUSG00000026048,1171 ,787 ,783 ,1511 ,1351 ,1279 
ENSMUSG00000100862,91489 ,71258 ,68338 ,68111 ,51346 ,51875 
ENSMUSG00000022517,2234 ,1627 ,1587 ,1354 ,1212 ,1071 
ENSMUSG00000001150,4041 ,3088 ,2996 ,4872 ,4408 ,4275 
ENSMUSG00000072680,1050 ,862 ,885 ,667 ,432 ,494 
ENSMUSG00000069806,825 ,602 ,606 ,1100 ,996 ,1063 
ENSMUSG00000022885,882 ,739 ,663 ,519 ,346 ,435 
ENSMUSG00000062960,515 ,402 ,345 ,736 ,795 ,717 
ENSMUSG00000004936,3761 ,2740 ,2692 ,2358 ,2146 ,1999 
ENSMUSG00000035247,8372 ,6221 ,5986 ,11029 ,8101 ,9290 
ENSMUSG00000035376,1641 ,1331 ,1227 ,1066 ,691 ,807 
ENSMUSG00000058013,8610 ,6579 ,6321 ,10156 ,8431 ,8667 
ENSMUSG00000002846,798 ,576 ,573 ,433 ,374 ,352 
ENSMUSG00000067561,189 ,124 ,114 ,55 ,20 ,26 
ENSMUSG00000032228,1959 ,1526 ,1371 ,2422 ,2161 ,2148 
ENSMUSG00000033420,296 ,241 ,240 ,505 ,434 ,463 
ENSMUSG00000025104,325 ,254 ,218 ,574 ,412 ,477 
ENSMUSG00000046432,6324 ,4963 ,4727 ,4308 ,3861 ,3794 
ENSMUSG00000105703,1236 ,961 ,916 ,1602 ,1427 ,1444 
ENSMUSG00000058186,5953 ,4596 ,4379 ,3530 ,3517 ,3182 
ENSMUSG00000014074,1882 ,1533 ,1409 ,1249 ,1031 ,1077 
ENSMUSG00000037225,178 ,111 ,113 ,292 ,313 ,297 
ENSMUSG00000024030,892 ,635 ,602 ,462 ,314 ,409 
ENSMUSG00000037033,1075 ,876 ,822 ,1508 ,1450 ,1290 
ENSMUSG00000007617,953 ,764 ,750 ,577 ,497 ,467 
ENSMUSG00000032580,2472 ,1862 ,1739 ,3052 ,2551 ,2549 
ENSMUSG00000001870,1363 ,1074 ,982 ,1764 ,1712 ,1593 
ENSMUSG00000022704,2086 ,1629 ,1434 ,1156 ,1125 ,1095 
ENSMUSG00000030748,225 ,184 ,180 ,396 ,523 ,429 
ENSMUSG00000041607,398 ,307 ,295 ,189 ,161 ,155 
ENSMUSG00000035834,2394 ,1971 ,1872 ,1687 ,1296 ,1368 
ENSMUSG00000036912,53 ,18 ,36 ,134 ,177 ,139 
ENSMUSG00000071064,213 ,152 ,169 ,421 ,318 ,325 
ENSMUSG00000020900,9975 ,7696 ,7041 ,6897 ,5069 ,5819 
ENSMUSG00000049323,2478 ,1894 ,1724 ,3059 ,3045 ,2772 
ENSMUSG00000022721,2051 ,1504 ,1432 ,1257 ,1114 ,1081 
ENSMUSG00000026558,10840 ,8245 ,7659 ,7806 ,6344 ,6597 
ENSMUSG00000022206,93 ,82 ,84 ,287 ,171 ,249 
ENSMUSG00000020486,151 ,91 ,95 ,30 ,32 ,21 
ENSMUSG00000053141,31 ,14 ,22 ,111 ,109 ,81 
ENSMUSG00000016458,128 ,85 ,92 ,360 ,188 ,285 
ENSMUSG00000022744,1219 ,954 ,904 ,782 ,615 ,636 
ENSMUSG00000031558,367 ,273 ,271 ,543 ,588 ,550 
ENSMUSG00000020330,5616 ,4431 ,4099 ,6716 ,5615 ,5928 
ENSMUSG00000020297,166 ,149 ,127 ,336 ,280 ,290 
ENSMUSG00000025809,8778 ,6692 ,6061 ,10023 ,8959 ,9217 
ENSMUSG00000053414,849 ,620 ,566 ,475 ,306 ,356 
ENSMUSG00000041688,1497 ,1113 ,1099 ,967 ,713 ,770 
ENSMUSG00000038260,516 ,404 ,416 ,287 ,178 ,213 
ENSMUSG00000060499,340 ,305 ,250 ,128 ,146 ,115 
ENSMUSG00000035357,299 ,203 ,196 ,442 ,424 ,432 
ENSMUSG00000038776,518 ,420 ,426 ,833 ,782 ,678 
ENSMUSG00000030064,357 ,282 ,237 ,564 ,911 ,677 
ENSMUSG00000032263,547 ,392 ,374 ,215 ,230 ,224 
ENSMUSG00000075229,1968 ,1643 ,1413 ,1324 ,1060 ,1065 
ENSMUSG00000039238,285 ,214 ,198 ,464 ,570 ,434 
ENSMUSG00000045136,12300 ,9272 ,8725 ,8951 ,7250 ,7228 
ENSMUSG00000039637,1216 ,978 ,912 ,751 ,664 ,595 
ENSMUSG00000066440,1201 ,847 ,834 ,1551 ,1287 ,1309 
ENSMUSG00000029659,41 ,41 ,33 ,130 ,162 ,118 
ENSMUSG00000059336,28 ,27 ,25 ,98 ,142 ,105 
ENSMUSG00000035293,3558 ,2859 ,2751 ,2365 ,2156 ,2078 
ENSMUSG00000000149,2335 ,1743 ,1654 ,1412 ,1313 ,1253 
ENSMUSG00000032249,5309 ,3928 ,3841 ,2966 ,3003 ,2874 
ENSMUSG00000031538,227 ,140 ,140 ,353 ,346 ,330 
ENSMUSG00000022663,937 ,691 ,672 ,553 ,424 ,464 
ENSMUSG00000036273,368 ,312 ,288 ,813 ,484 ,598 
ENSMUSG00000031422,23688 ,18098 ,16832 ,17054 ,12392 ,13619 
ENSMUSG00000021375,2474 ,1903 ,1702 ,2976 ,2756 ,2661 
ENSMUSG00000028760,2276 ,1822 ,1648 ,2927 ,2371 ,2451 
ENSMUSG00000075012,344 ,272 ,255 ,528 ,477 ,537 
ENSMUSG00000002985,17599 ,13475 ,12366 ,21035 ,16674 ,17329 
ENSMUSG00000031144,161 ,141 ,141 ,335 ,292 ,283 
ENSMUSG00000113673,361 ,237 ,245 ,549 ,565 ,463 
ENSMUSG00000002602,1505 ,1185 ,1087 ,1983 ,2090 ,1799 
ENSMUSG00000041235,4663 ,3535 ,3398 ,6014 ,4550 ,5186 
ENSMUSG00000113161,603 ,577 ,496 ,959 ,987 ,1034 
ENSMUSG00000024525,2133 ,1579 ,1403 ,1222 ,1141 ,1019 
ENSMUSG00000061731,2022 ,1555 ,1529 ,3189 ,2122 ,2592 
ENSMUSG00000113901,751 ,574 ,575 ,290 ,350 ,330 
ENSMUSG00000004562,444 ,329 ,370 ,672 ,693 ,670 
ENSMUSG00000034422,1295 ,1031 ,1043 ,761 ,369 ,505 
ENSMUSG00000018340,8063 ,5979 ,5713 ,4189 ,4562 ,3769 
ENSMUSG00000002885,562 ,430 ,446 ,834 ,960 ,806 
ENSMUSG00000001794,7442 ,5941 ,5532 ,9930 ,7390 ,8154 
ENSMUSG00000040659,699 ,554 ,469 ,395 ,263 ,299 
ENSMUSG00000018604,249 ,187 ,183 ,430 ,692 ,465 
ENSMUSG00000022881,1310 ,1022 ,937 ,835 ,673 ,614 
ENSMUSG00000071855,567 ,430 ,399 ,249 ,266 ,221 
ENSMUSG00000028883,203 ,165 ,130 ,328 ,389 ,380 
ENSMUSG00000042271,448 ,302 ,319 ,628 ,612 ,586 
ENSMUSG00000032068,2474 ,1866 ,1787 ,1443 ,782 ,1118 
ENSMUSG00000010362,833 ,618 ,591 ,493 ,383 ,366 
ENSMUSG00000034593,2517 ,1883 ,1714 ,2969 ,2609 ,2684 
ENSMUSG00000017978,169 ,143 ,123 ,64 ,33 ,42 
ENSMUSG00000019846,295 ,244 ,201 ,511 ,388 ,499 
ENSMUSG00000108173,141 ,113 ,92 ,290 ,214 ,256 
ENSMUSG00000100750,130 ,109 ,104 ,309 ,223 ,227 
ENSMUSG00000032878,353 ,325 ,254 ,570 ,569 ,554 
ENSMUSG00000005124,205 ,184 ,131 ,362 ,342 ,353 
ENSMUSG00000017264,3382 ,2649 ,2467 ,4321 ,3369 ,3580 
ENSMUSG00000011589,799 ,640 ,579 ,449 ,384 ,299 
ENSMUSG00000022545,1122 ,822 ,789 ,614 ,575 ,558 
ENSMUSG00000039298,2513 ,1923 ,1855 ,3099 ,2596 ,2628 
ENSMUSG00000022516,1512 ,1161 ,1087 ,960 ,786 ,841 
ENSMUSG00000022507,3794 ,2911 ,2719 ,2324 ,2217 ,2149 
ENSMUSG00000033068,1475 ,1037 ,1020 ,839 ,764 ,723 
